path,method,request_schema,response_schema,auth_required,file_location,function_name,line,full_line
/health,GET,unknown,unknown,No,app/api/document_diff.py,document_diff_health,299,"@router.get(""/health"")"
/connect,POST,unknown,IntegrationResponse,No,app/api/integrations.py,connect_integration,39,"@router.post(""/connect"", response_model=IntegrationResponse)"
/,GET,unknown,List,No,app/api/integrations.py,get_integrations,69,"@router.get(""/"", response_model=List[IntegrationResponse])"
/{integration_id},DELETE,unknown,unknown,No,app/api/integrations.py,disconnect_integration,82,"@router.delete(""/{integration_id}"")"
/available,GET,unknown,unknown,No,app/api/integrations.py,get_available_integrations,101,"@router.get(""/available"")"
/calculate-price,POST,unknown,PriceCalculationResponse,No,app/api/payment.py,calculate_price,83,"@router.post(""/calculate-price"", response_model=PriceCalculationResponse)"
/create-payment,POST,unknown,PaymentTransactionResponse,No,app/api/payment.py,create_payment,125,"@router.post(""/create-payment"", response_model=PaymentTransactionResponse)"
/process-payment/{transaction_id},POST,unknown,unknown,No,app/api/payment.py,process_payment,174,"@router.post(""/process-payment/{transaction_id}"")"
/balance,GET,unknown,UserBalanceResponse,No,app/api/payment.py,get_user_balance,206,"@router.get(""/balance"", response_model=UserBalanceResponse)"
/top-up-balance,POST,unknown,unknown,No,app/api/payment.py,top_up_balance,227,"@router.post(""/top-up-balance"")"
/transactions,GET,unknown,List,No,app/api/payment.py,get_user_transactions,274,"@router.get(""/transactions"", response_model=List[PaymentTransactionResponse])"
/transactions/{transaction_id},GET,unknown,PaymentTransactionResponse,No,app/api/payment.py,get_transaction,311,"@router.get(""/transactions/{transaction_id}"", response_model=PaymentTransactionResponse)"
/refund,POST,unknown,unknown,No,app/api/payment.py,refund_transaction,349,"@router.post(""/refund"")"
/pricing/{service_type},GET,unknown,unknown,No,app/api/payment.py,get_pricing_info,380,"@router.get(""/pricing/{service_type}"")"
/pricing,GET,unknown,unknown,No,app/api/payment.py,get_all_pricing_info,407,"@router.get(""/pricing"")"
/stats,GET,unknown,unknown,No,app/api/payment.py,get_payment_stats,425,"@router.get(""/stats"")"
/health,GET,unknown,unknown,No,app/api/payment.py,payment_health,446,"@router.get(""/health"")"
/generate-code,POST,unknown,ReferralCodeResponse,No,app/api/referral.py,generate_referral_code,75,"@router.post(""/generate-code"", response_model=ReferralCodeResponse)"
/my-codes,GET,unknown,List,No,app/api/referral.py,get_my_referral_codes,113,"@router.get(""/my-codes"", response_model=List[ReferralCodeResponse])"
/validate-code/{code},GET,unknown,unknown,No,app/api/referral.py,validate_referral_code,141,"@router.get(""/validate-code/{code}"")"
/create-referral,POST,unknown,ReferralResponse,No,app/api/referral.py,create_referral,161,"@router.post(""/create-referral"", response_model=ReferralResponse)"
/my-referrals,GET,unknown,List,No,app/api/referral.py,get_my_referrals,208,"@router.get(""/my-referrals"", response_model=List[ReferralResponse])"
/my-stats,GET,unknown,ReferralStatsResponse,No,app/api/referral.py,get_my_referral_stats,260,"@router.get(""/my-stats"", response_model=ReferralStatsResponse)"
/my-referrer,GET,unknown,unknown,No,app/api/referral.py,get_my_referrer,295,"@router.get(""/my-referrer"")"
/complete-referral/{referral_id},POST,unknown,unknown,No,app/api/referral.py,complete_referral,320,"@router.post(""/complete-referral/{referral_id}"")"
/deactivate-code/{code},DELETE,unknown,unknown,No,app/api/referral.py,deactivate_referral_code,355,"@router.delete(""/deactivate-code/{code}"")"
/commission-rules,GET,unknown,unknown,No,app/api/referral.py,get_commission_rules,386,"@router.get(""/commission-rules"")"
/stats,GET,unknown,unknown,No,app/api/referral.py,get_referral_stats,412,"@router.get(""/stats"")"
/cleanup-expired,POST,unknown,unknown,No,app/api/referral.py,cleanup_expired_codes,433,"@router.post(""/cleanup-expired"")"
/health,GET,unknown,unknown,No,app/api/referral.py,referral_health,454,"@router.get(""/health"")"
/,GET,unknown,unknown,No,venv/lib/python3.11/site-packages/huggingface_hub/_oauth.py,greet_json,146,"@app.get(""/"")"
/v1/chat/completions,POST,unknown,unknown,No,venv/lib/python3.11/site-packages/transformers/commands/serving.py,chat_completion,658,"@app.post(""/v1/chat/completions"")"
/v1/responses,POST,unknown,unknown,No,venv/lib/python3.11/site-packages/transformers/commands/serving.py,responses,668,"@app.post(""/v1/responses"")"
/v1/audio/transcriptions,POST,unknown,unknown,No,venv/lib/python3.11/site-packages/transformers/commands/serving.py,audio_transcriptions,677,"@app.post(""/v1/audio/transcriptions"")"
/v1/models,GET,unknown,unknown,No,venv/lib/python3.11/site-packages/transformers/commands/serving.py,get_all_models,696,"@app.get(""/v1/models"")"
/items/,GET,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/applications.py,read_items,391,"@app.get(""/items/"")"
/items/,GET,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/applications.py,read_items,1854,"@app.get(""/items/"")"
/items/{item_id},PUT,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/applications.py,replace_item,2232,"@app.put(""/items/{item_id}"")"
/items/,POST,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/applications.py,create_item,2610,"@app.post(""/items/"")"
/items/{item_id},DELETE,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/applications.py,delete_item,2983,"@app.delete(""/items/{item_id}"")"
/items/,PATCH,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/applications.py,update_item,4107,"@app.patch(""/items/"")"
/items/{item_id},PUT,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/applications.py,trace_item,4480,"@app.put(""/items/{item_id}"")"
/send-notification/{email},POST,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/background.py,send_notification,31,"@app.post(""/send-notification/{email}"")"
/users/,GET,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/routing.py,read_users,540,"@router.get(""/users/"", tags=[""users""])"
/items/{item_id},GET,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/exceptions.py,read_item,29,"@app.get(""/items/{item_id}"")"
/items/{item_id},GET,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/param_functions.py,read_items,299,"@app.get(""/items/{item_id}"")"
/items/,GET,unknown,unknown,Yes,venv/lib/python3.11/site-packages/fastapi/param_functions.py,read_items,2272,"@app.get(""/items/"")"
/users/me/items/,GET,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/param_functions.py,read_own_items,2353,"@app.get(""/users/me/items/"")"
/files/,POST,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/datastructures.py,create_file,53,"@app.post(""/files/"")"
/uploadfile/,POST,unknown,unknown,No,venv/lib/python3.11/site-packages/fastapi/datastructures.py,create_upload_file,58,"@app.post(""/uploadfile/"")"
/login,POST,unknown,unknown,Yes,venv/lib/python3.11/site-packages/fastapi/security/oauth2.py,login,41,"@app.post(""/login"")"
/login,POST,unknown,unknown,Yes,venv/lib/python3.11/site-packages/fastapi/security/oauth2.py,login,183,"@app.post(""/login"")"
/items/,GET,unknown,unknown,Yes,venv/lib/python3.11/site-packages/fastapi/security/api_key.py,read_items,41,"@app.get(""/items/"")"
/items/,GET,unknown,unknown,Yes,venv/lib/python3.11/site-packages/fastapi/security/api_key.py,read_items,140,"@app.get(""/items/"")"
/items/,GET,unknown,unknown,Yes,venv/lib/python3.11/site-packages/fastapi/security/api_key.py,read_items,235,"@app.get(""/items/"")"
/users/me,GET,unknown,unknown,Yes,venv/lib/python3.11/site-packages/fastapi/security/http.py,read_current_user,124,"@app.get(""/users/me"")"
/users/me,GET,unknown,unknown,Yes,venv/lib/python3.11/site-packages/fastapi/security/http.py,read_current_user,244,"@app.get(""/users/me"")"
/users/me,GET,unknown,unknown,Yes,venv/lib/python3.11/site-packages/fastapi/security/http.py,read_current_user,348,"@app.get(""/users/me"")"
